review_id,user_id,hotel_id,review_date,score_overall,score_cleanliness,score_comfort,score_facilities,score_location,score_staff,score_value_for_money,user_gender,country_x,age_group,traveller_type,city,country_y,cleanliness_base,comfort_base,facilities_base,location_base,staff_base,value_for_money_base
693,211,19,2020-09-26,9.0,9.9,9.1,8.2,9.0,9.0,8.5,Male,United States,25-34,Couple,Barcelona,Spain,9.2,9.1,8.9,9.7,9.0,8.8
694,385,13,2020-10-26,9.1,9.1,8.6,8.5,9.1,9.6,9.4,Male,Brazil,45-54,Solo,Mumbai,India,8.9,8.8,8.7,9.2,8.8,8.6
695,617,19,2021-08-09,8.9,8.6,9.1,8.9,9.3,8.9,8.4,Other,Turkey,25-34,Business,Barcelona,Spain,9.2,9.1,8.9,9.7,9.0,8.8
696,882,25,2024-02-27,9.1,8.9,8.9,8.8,9.0,9.2,9.5,Male,New Zealand,45-54,Solo,Wellington,New Zealand,9.3,9.2,9.1,9.0,9.1,8.8
697,1028,15,2021-03-29,9.2,8.9,8.7,9.1,9.3,9.9,9.1,Female,Italy,55+,Solo,Cape Town,South Africa,9.0,9.2,8.8,9.5,9.2,8.4
698,648,3,2023-11-27,9.0,8.8,8.6,8.2,9.7,9.9,8.5,Female,India,55+,Solo,Paris,France,8.8,9.4,8.7,9.6,9.3,8.1
699,547,25,2022-07-12,8.9,8.5,9.2,8.9,9.0,9.1,8.7,Male,United States,25-34,Solo,Wellington,New Zealand,9.3,9.2,9.1,9.0,9.1,8.8
700,983,25,2021-10-30,8.9,8.7,9.2,8.9,8.9,9.5,7.5,Female,Netherlands,45-54,Business,Wellington,New Zealand,9.3,9.2,9.1,9.0,9.1,8.8
701,1777,6,2023-09-03,9.2,9.7,8.7,9.5,9.5,9.5,8.1,Male,Germany,35-44,Family,Singapore,Singapore,9.2,9.1,9.4,9.7,9.1,8.3
702,1753,15,2020-07-18,8.9,9.2,9.3,7.9,9.3,9.0,8.3,Male,United States,35-44,Couple,Cape Town,South Africa,9.0,9.2,8.8,9.5,9.2,8.4
703,789,19,2022-06-29,9.0,9.2,9.0,9.4,8.7,8.9,9.0,Male,France,25-34,Family,Barcelona,Spain,9.2,9.1,8.9,9.7,9.0,8.8
704,1386,20,2022-05-24,9.1,9.4,9.5,8.9,9.2,8.9,8.5,Male,Canada,18-24,Couple,Bangkok,Thailand,9.0,9.2,9.1,9.4,9.1,8.6
705,1610,18,2022-01-21,8.8,9.3,9.1,8.4,9.1,8.3,8.5,Male,Brazil,25-34,Couple,Cairo,Egypt,8.8,8.7,8.6,9.1,8.7,8.4
706,894,5,2022-08-04,9.3,9.7,9.7,9.1,9.2,9.1,8.6,Male,Canada,35-44,Couple,Dubai,United Arab Emirates,9.3,9.5,9.6,8.9,9.4,8.5
707,1667,5,2024-08-31,8.8,8.4,8.8,9.2,9.2,8.9,7.5,Female,Spain,35-44,Business,Dubai,United Arab Emirates,9.3,9.5,9.6,8.9,9.4,8.5
708,1923,3,2024-08-28,9.2,9.1,8.7,8.3,9.8,9.9,9.0,Female,France,35-44,Solo,Paris,France,8.8,9.4,8.7,9.6,9.3,8.1
709,255,18,2022-04-16,8.7,8.6,8.4,8.1,8.7,9.1,9.1,Female,New Zealand,55+,Solo,Cairo,Egypt,8.8,8.7,8.6,9.1,8.7,8.4
710,1021,2,2025-11-29,8.8,9.3,9.6,8.0,9.4,8.6,7.7,Male,United Arab Emirates,45-54,Couple,London,United Kingdom,9.0,9.2,8.8,9.4,9.0,7.9
711,609,1,2025-07-09,8.6,8.1,8.9,9.0,9.6,8.3,7.3,Other,Spain,35-44,Business,New York,United States,9.1,8.8,8.9,9.5,8.6,8.0
712,1200,22,2025-05-29,9.2,9.2,8.8,9.2,9.3,9.5,9.3,Male,France,35-44,Family,Amsterdam,Netherlands,9.4,9.1,9.0,9.6,9.2,8.9
713,1269,1,2024-05-31,9.0,9.0,8.4,9.0,9.8,9.4,8.5,Male,United Kingdom,45-54,Solo,New York,United States,9.1,8.8,8.9,9.5,8.6,8.0
714,1029,2,2023-06-07,8.8,8.4,8.4,8.2,9.1,9.8,8.8,Other,India,25-34,Solo,London,United Kingdom,9.0,9.2,8.8,9.4,9.0,7.9
715,833,5,2022-02-09,9.0,8.5,9.1,9.1,9.5,9.4,7.8,Female,Germany,18-24,Business,Dubai,United Arab Emirates,9.3,9.5,9.6,8.9,9.4,8.5
716,1325,16,2025-10-08,8.7,8.7,8.9,8.6,9.2,8.9,7.6,Male,China,25-34,Business,Seoul,South Korea,9.3,9.4,9.1,8.9,9.3,8.5
717,600,7,2021-02-02,8.8,8.6,8.4,8.4,9.8,9.1,8.0,Male,United States,18-24,Business,Sydney,Australia,8.9,9.0,8.5,9.8,8.9,8.4
718,301,2,2020-12-31,8.8,8.4,8.4,8.4,9.6,9.7,8.3,Male,China,55+,Solo,London,United Kingdom,9.0,9.2,8.8,9.4,9.0,7.9
719,1784,3,2023-12-20,8.9,8.7,9.1,8.9,9.0,9.0,8.5,Male,United Arab Emirates,55+,Family,Paris,France,8.8,9.4,8.7,9.6,9.3,8.1
720,817,18,2025-07-23,8.8,9.2,8.8,8.6,9.2,8.8,8.2,Female,Germany,55+,Family,Cairo,Egypt,8.8,8.7,8.6,9.1,8.7,8.4
721,101,10,2025-07-10,8.9,8.5,9.0,8.4,8.5,9.6,9.1,Male,China,25-34,Solo,Toronto,Canada,9.4,9.3,9.2,8.8,9.2,8.8
722,1585,1,2024-06-30,8.8,8.1,8.9,8.9,9.9,8.4,7.7,Female,New Zealand,45-54,Business,New York,United States,9.1,8.8,8.9,9.5,8.6,8.0
723,1356,12,2020-08-31,9.0,8.5,8.5,8.5,9.4,9.2,9.4,Male,France,35-44,Solo,Mexico City,Mexico,8.7,8.9,8.5,9.0,8.7,8.5
724,1567,11,2021-04-15,9.2,9.2,9.1,8.7,9.7,9.0,9.5,Female,Canada,25-34,Solo,Shanghai,China,9.1,9.0,9.2,9.6,9.0,8.9
725,55,21,2025-06-05,8.9,8.9,8.6,8.8,9.2,9.4,7.9,Female,United Kingdom,55+,Business,Istanbul,Turkey,9.1,9.0,8.8,9.3,8.9,8.5
726,1721,20,2022-07-28,9.0,8.8,9.3,8.8,9.2,8.9,9.0,Male,Canada,45-54,Solo,Bangkok,Thailand,9.0,9.2,9.1,9.4,9.1,8.6
727,122,11,2022-04-01,9.2,9.1,8.9,9.6,9.1,9.1,9.3,Female,Germany,25-34,Family,Shanghai,China,9.1,9.0,9.2,9.6,9.0,8.9
728,188,20,2021-08-08,9.0,9.0,9.2,8.7,9.0,9.3,8.6,Female,Thailand,25-34,Solo,Bangkok,Thailand,9.0,9.2,9.1,9.4,9.1,8.6
729,1795,4,2025-09-01,8.8,9.0,8.8,9.0,9.0,9.1,7.7,Female,India,35-44,Business,Tokyo,Japan,9.6,9.0,9.3,8.5,9.5,8.2
730,1379,11,2021-06-14,9.3,9.3,9.1,8.7,9.1,9.8,9.6,Female,France,25-34,Solo,Shanghai,China,9.1,9.0,9.2,9.6,9.0,8.9
731,336,14,2022-04-20,9.1,9.5,9.4,8.8,10.0,8.3,8.3,Male,United Arab Emirates,25-34,Couple,Rome,Italy,9.2,9.1,8.9,9.8,9.0,8.7
732,1945,9,2022-09-18,8.8,8.6,8.6,8.9,9.3,8.6,8.4,Male,United Kingdom,25-34,Business,Berlin,Germany,9.3,9.2,9.0,9.1,9.1,8.7
733,1845,11,2023-10-27,9.2,9.8,9.3,8.1,9.8,9.0,9.1,Female,Canada,18-24,Couple,Shanghai,China,9.1,9.0,9.2,9.6,9.0,8.9
734,291,4,2020-01-03,8.9,9.8,9.4,8.3,8.5,8.6,8.4,Male,South Korea,45-54,Couple,Tokyo,Japan,9.6,9.0,9.3,8.5,9.5,8.2
735,1920,3,2023-03-14,8.9,9.3,9.3,8.0,9.1,9.1,8.2,Male,Italy,45-54,Couple,Paris,France,8.8,9.4,8.7,9.6,9.3,8.1
736,505,3,2024-07-31,9.1,9.5,9.2,8.4,9.7,9.0,8.5,Female,United Kingdom,18-24,Couple,Paris,France,8.8,9.4,8.7,9.6,9.3,8.1
737,952,3,2020-09-10,9.1,8.4,9.0,8.4,9.9,9.6,8.9,Male,Canada,55+,Solo,Paris,France,8.8,9.4,8.7,9.6,9.3,8.1
738,950,16,2022-08-21,8.8,8.5,8.5,8.6,8.6,9.2,9.4,Male,Singapore,45-54,Solo,Seoul,South Korea,9.3,9.4,9.1,8.9,9.3,8.5
739,20,24,2023-03-23,8.6,8.1,8.7,7.9,9.4,8.8,8.6,Female,Spain,55+,Solo,Lagos,Nigeria,8.7,8.6,8.5,8.9,8.6,8.4
740,1685,16,2021-04-29,9.1,9.1,9.3,9.2,9.7,9.3,7.4,Other,Argentina,35-44,Business,Seoul,South Korea,9.3,9.4,9.1,8.9,9.3,8.5
741,1182,25,2020-04-21,8.9,9.0,8.5,8.4,9.2,9.5,8.8,Male,Australia,25-34,Solo,Wellington,New Zealand,9.3,9.2,9.1,9.0,9.1,8.8
742,687,7,2024-01-31,8.8,8.9,9.0,7.9,9.2,9.1,8.7,Female,Brazil,55+,Couple,Sydney,Australia,8.9,9.0,8.5,9.8,8.9,8.4
743,1637,17,2023-02-05,8.9,9.5,9.9,8.0,9.0,8.5,8.0,Male,South Korea,35-44,Couple,Moscow,Russia,9.1,9.3,9.0,9.0,9.1,8.6
744,1906,25,2023-06-18,8.8,9.4,9.3,8.1,8.5,8.6,8.5,Male,Germany,18-24,Couple,Wellington,New Zealand,9.3,9.2,9.1,9.0,9.1,8.8
745,1536,19,2023-08-29,9.1,8.7,8.7,8.7,9.6,9.5,9.3,Male,United Kingdom,25-34,Solo,Barcelona,Spain,9.2,9.1,8.9,9.7,9.0,8.8
746,297,7,2021-07-17,8.9,8.9,9.5,7.7,9.7,9.0,8.3,Male,Japan,18-24,Couple,Sydney,Australia,8.9,9.0,8.5,9.8,8.9,8.4
747,1305,7,2024-01-02,8.8,9.5,8.9,7.7,9.6,8.8,8.1,Male,Brazil,25-34,Couple,Sydney,Australia,8.9,9.0,8.5,9.8,8.9,8.4
748,838,18,2024-08-04,8.6,8.5,8.1,8.1,9.0,8.6,9.2,Female,Nigeria,35-44,Solo,Cairo,Egypt,8.8,8.7,8.6,9.1,8.7,8.4
749,309,23,2024-02-13,8.8,9.3,9.3,7.7,8.9,8.8,8.5,Male,Italy,25-34,Couple,Buenos Aires,Argentina,8.9,8.8,8.7,9.0,8.8,8.7
750,1280,8,2024-04-17,9.1,9.7,8.7,9.0,9.2,9.3,8.5,Female,Germany,35-44,Family,Rio de Janeiro,Brazil,9.0,8.7,8.6,9.5,8.8,8.6
751,627,18,2024-02-13,8.7,9.0,8.5,8.1,8.6,9.5,8.5,Other,United States,45-54,Solo,Cairo,Egypt,8.8,8.7,8.6,9.1,8.7,8.4
752,293,11,2020-10-14,9.2,8.9,8.5,9.1,9.1,9.8,9.7,Male,United Kingdom,35-44,Solo,Shanghai,China,9.1,9.0,9.2,9.6,9.0,8.9
753,653,11,2025-12-19,8.9,8.1,8.7,9.4,9.4,9.0,8.5,Male,Germany,35-44,Business,Shanghai,China,9.1,9.0,9.2,9.6,9.0,8.9
754,549,15,2025-03-24,9.0,9.4,9.0,7.9,9.3,9.3,8.6,Female,United States,55+,Couple,Cape Town,South Africa,9.0,9.2,8.8,9.5,9.2,8.4
755,326,5,2024-11-03,9.2,9.1,9.1,9.8,8.7,9.7,8.4,Male,France,45-54,Family,Dubai,United Arab Emirates,9.3,9.5,9.6,8.9,9.4,8.5
756,538,4,2025-08-31,8.9,8.9,8.8,9.1,9.3,9.4,7.6,Male,Italy,18-24,Business,Tokyo,Japan,9.6,9.0,9.3,8.5,9.5,8.2
757,393,7,2021-06-28,8.6,7.9,8.3,9.0,9.5,8.7,7.5,Female,Brazil,18-24,Business,Sydney,Australia,8.9,9.0,8.5,9.8,8.9,8.4
758,1367,11,2025-08-03,9.1,8.9,9.5,8.3,9.4,9.1,9.0,Male,China,25-34,Couple,Shanghai,China,9.1,9.0,9.2,9.6,9.0,8.9
759,1760,17,2025-12-27,8.9,8.2,8.9,9.1,9.7,9.0,8.1,Female,France,35-44,Business,Moscow,Russia,9.1,9.3,9.0,9.0,9.1,8.6
760,295,2,2024-08-11,8.6,8.9,9.5,8.1,8.8,8.7,7.4,Female,Germany,55+,Couple,London,United Kingdom,9.0,9.2,8.8,9.4,9.0,7.9
761,864,18,2021-07-06,8.7,9.4,9.2,7.8,8.7,8.2,8.7,Female,Canada,25-34,Couple,Cairo,Egypt,8.8,8.7,8.6,9.1,8.7,8.4
762,1731,16,2023-06-04,9.0,9.9,9.9,8.0,8.7,8.9,7.9,Male,Canada,25-34,Couple,Seoul,South Korea,9.3,9.4,9.1,8.9,9.3,8.5
763,1562,14,2024-03-11,9.3,9.9,9.3,9.2,9.1,9.3,8.7,Female,United States,45-54,Family,Rome,Italy,9.2,9.1,8.9,9.8,9.0,8.7
764,608,24,2020-04-28,8.7,9.0,8.8,8.3,8.5,8.7,8.7,Male,India,35-44,Solo,Lagos,Nigeria,8.7,8.6,8.5,8.9,8.6,8.4
765,836,12,2021-05-03,8.8,8.6,8.6,9.0,9.8,8.6,8.0,Male,United States,45-54,Business,Mexico City,Mexico,8.7,8.9,8.5,9.0,8.7,8.5
766,674,8,2022-09-26,8.9,8.8,8.9,8.6,10.0,9.0,7.4,Female,Turkey,35-44,Business,Rio de Janeiro,Brazil,9.0,8.7,8.6,9.5,8.8,8.6
767,155,18,2025-05-23,8.8,9.5,9.5,8.0,9.2,8.0,8.0,Male,United States,35-44,Couple,Cairo,Egypt,8.8,8.7,8.6,9.1,8.7,8.4
768,1086,9,2025-08-10,9.0,9.3,9.6,8.6,9.3,9.1,8.1,Female,United States,25-34,Couple,Berlin,Germany,9.3,9.2,9.0,9.1,9.1,8.7
769,1230,15,2022-08-31,9.0,9.3,9.1,8.0,9.7,9.1,8.5,Female,Germany,25-34,Couple,Cape Town,South Africa,9.0,9.2,8.8,9.5,9.2,8.4
770,1172,6,2024-06-22,9.1,9.8,9.8,8.5,9.4,8.6,8.3,Other,Australia,25-34,Couple,Singapore,Singapore,9.2,9.1,9.4,9.7,9.1,8.3
771,273,1,2021-06-19,8.8,8.3,8.5,9.3,9.9,8.7,7.1,Female,United Kingdom,25-34,Business,New York,United States,9.1,8.8,8.9,9.5,8.6,8.0
772,251,14,2021-07-19,9.1,9.6,9.4,8.1,9.8,8.7,8.6,Female,China,35-44,Couple,Rome,Italy,9.2,9.1,8.9,9.8,9.0,8.7
773,1940,4,2020-10-18,8.8,9.8,9.3,8.3,8.2,8.6,8.2,Male,France,45-54,Couple,Tokyo,Japan,9.6,9.0,9.3,8.5,9.5,8.2
774,1910,14,2021-07-23,9.1,9.8,8.7,9.3,8.8,9.0,9.0,Male,South Korea,45-54,Family,Rome,Italy,9.2,9.1,8.9,9.8,9.0,8.7
775,1370,21,2025-01-20,9.0,9.6,8.5,9.1,8.9,9.2,8.9,Male,Australia,35-44,Family,Istanbul,Turkey,9.1,9.0,8.8,9.3,8.9,8.5
776,551,18,2022-04-01,8.6,8.7,8.1,8.4,9.5,8.8,7.6,Male,Germany,35-44,Business,Cairo,Egypt,8.8,8.7,8.6,9.1,8.7,8.4
777,1901,8,2023-12-26,9.2,9.5,9.3,9.2,9.3,8.6,9.1,Female,Nigeria,55+,Family,Rio de Janeiro,Brazil,9.0,8.7,8.6,9.5,8.8,8.6
778,363,19,2025-07-17,9.2,8.9,8.9,8.8,9.8,9.6,9.2,Male,Germany,35-44,Solo,Barcelona,Spain,9.2,9.1,8.9,9.7,9.0,8.8
779,1478,8,2021-02-25,9.1,9.2,8.7,8.7,9.7,8.9,9.2,Female,Japan,45-54,Solo,Rio de Janeiro,Brazil,9.0,8.7,8.6,9.5,8.8,8.6
780,824,15,2025-05-29,9.0,9.7,9.2,8.9,9.4,8.6,8.4,Other,Japan,25-34,Family,Cape Town,South Africa,9.0,9.2,8.8,9.5,9.2,8.4
781,1422,21,2020-02-25,8.8,9.2,9.6,8.5,8.9,8.2,8.1,Female,United States,35-44,Couple,Istanbul,Turkey,9.1,9.0,8.8,9.3,8.9,8.5
782,585,8,2021-08-08,8.9,9.7,9.3,8.1,9.3,8.5,8.2,Female,United States,35-44,Couple,Rio de Janeiro,Brazil,9.0,8.7,8.6,9.5,8.8,8.6
783,1387,10,2024-12-11,9.0,9.3,8.7,8.9,9.0,9.2,8.7,Male,China,25-34,Solo,Toronto,Canada,9.4,9.3,9.2,8.8,9.2,8.8
784,429,4,2023-05-07,8.8,9.5,9.2,8.5,8.4,9.2,8.0,Female,Germany,35-44,Couple,Tokyo,Japan,9.6,9.0,9.3,8.5,9.5,8.2
785,845,22,2024-05-18,9.1,8.9,9.3,9.0,10.0,9.1,7.7,Female,Germany,45-54,Business,Amsterdam,Netherlands,9.4,9.1,9.0,9.6,9.2,8.9
786,1305,7,2024-12-12,8.9,9.3,9.4,8.0,9.9,8.2,8.3,Male,Brazil,25-34,Couple,Sydney,Australia,8.9,9.0,8.5,9.8,8.9,8.4
787,775,25,2025-04-06,9.1,9.2,8.4,8.3,9.4,9.6,9.5,Female,United States,25-34,Solo,Wellington,New Zealand,9.3,9.2,9.1,9.0,9.1,8.8
788,1833,20,2024-04-25,9.0,9.6,9.5,8.7,9.6,8.4,8.1,Female,Japan,55+,Couple,Bangkok,Thailand,9.0,9.2,9.1,9.4,9.1,8.6
789,582,11,2022-04-02,8.9,8.2,8.3,9.0,10.0,9.2,7.9,Male,France,35-44,Business,Shanghai,China,9.1,9.0,9.2,9.6,9.0,8.9
790,1218,17,2023-11-05,8.7,9.0,9.2,8.2,8.9,8.6,8.1,Female,United Kingdom,45-54,Couple,Moscow,Russia,9.1,9.3,9.0,9.0,9.1,8.6
791,523,20,2025-03-15,9.0,9.4,9.1,9.0,8.7,9.1,8.9,Male,United States,25-34,Family,Bangkok,Thailand,9.0,9.2,9.1,9.4,9.1,8.6
792,1423,10,2025-01-24,9.1,9.6,8.8,9.5,8.3,9.3,8.7,Female,United States,35-44,Family,Toronto,Canada,9.4,9.3,9.2,8.8,9.2,8.8
793,1251,13,2022-06-13,9.0,8.5,8.7,8.7,9.1,9.5,9.5,Male,United Kingdom,25-34,Solo,Mumbai,India,8.9,8.8,8.7,9.2,8.8,8.6
794,1310,20,2025-07-25,9.0,9.0,8.7,9.0,9.0,9.5,9.0,Female,Italy,25-34,Solo,Bangkok,Thailand,9.0,9.2,9.1,9.4,9.1,8.6
795,861,11,2025-08-17,8.8,9.6,9.2,8.1,9.1,8.3,8.2,Male,Brazil,25-34,Couple,Shanghai,China,9.1,9.0,9.2,9.6,9.0,8.9
796,1020,5,2024-08-15,9.2,8.9,9.3,9.0,8.6,9.7,9.4,Female,Netherlands,25-34,Solo,Dubai,United Arab Emirates,9.3,9.5,9.6,8.9,9.4,8.5
797,94,21,2025-07-21,8.9,9.6,9.3,8.3,8.7,9.1,8.2,Female,United Kingdom,45-54,Couple,Istanbul,Turkey,9.1,9.0,8.8,9.3,8.9,8.5
798,1501,13,2023-09-29,8.7,8.9,9.6,8.5,8.8,8.2,8.2,Other,New Zealand,35-44,Couple,Mumbai,India,8.9,8.8,8.7,9.2,8.8,8.6
799,1506,6,2025-01-04,9.1,9.5,9.2,8.5,9.7,8.8,8.4,Other,Spain,55+,Couple,Singapore,Singapore,9.2,9.1,9.4,9.7,9.1,8.3
800,92,19,2022-12-16,9.1,8.5,9.0,8.3,9.9,9.0,9.5,Female,United States,25-34,Solo,Barcelona,Spain,9.2,9.1,8.9,9.7,9.0,8.8
801,244,9,2021-04-01,9.0,9.6,8.6,9.6,8.4,8.9,8.9,Male,Thailand,18-24,Family,Berlin,Germany,9.3,9.2,9.0,9.1,9.1,8.7
802,1376,17,2024-05-22,8.9,9.0,9.0,8.7,8.6,9.2,8.6,Male,United Kingdom,55+,Couple,Moscow,Russia,9.1,9.3,9.0,9.0,9.1,8.6
803,1053,3,2024-07-28,8.7,8.5,9.3,8.7,9.3,8.8,7.0,Male,Canada,35-44,Business,Paris,France,8.8,9.4,8.7,9.6,9.3,8.1
804,1748,2,2021-11-24,9.0,9.7,8.8,8.9,9.2,8.9,8.5,Female,United Arab Emirates,25-34,Family,London,United Kingdom,9.0,9.2,8.8,9.4,9.0,7.9
805,1747,5,2023-06-07,9.0,8.4,8.9,9.6,9.2,9.2,8.1,Female,Italy,35-44,Business,Dubai,United Arab Emirates,9.3,9.5,9.6,8.9,9.4,8.5
806,174,17,2023-05-16,9.0,9.2,9.1,9.1,8.6,9.1,8.7,Male,Germany,35-44,Solo,Moscow,Russia,9.1,9.3,9.0,9.0,9.1,8.6
807,1201,1,2020-03-14,8.8,8.3,8.9,8.8,9.0,8.8,9.0,Male,Russia,45-54,Solo,New York,United States,9.1,8.8,8.9,9.5,8.6,8.0
808,1004,16,2024-08-15,8.9,8.4,8.5,9.5,9.2,9.2,7.9,Male,South Korea,18-24,Business,Seoul,South Korea,9.3,9.4,9.1,8.9,9.3,8.5
809,351,13,2022-09-27,9.0,9.6,9.5,8.3,8.9,8.8,8.8,Male,South Korea,55+,Couple,Mumbai,India,8.9,8.8,8.7,9.2,8.8,8.6
810,484,21,2023-06-07,8.7,8.4,8.5,8.5,9.4,8.8,7.9,Male,Germany,45-54,Business,Istanbul,Turkey,9.1,9.0,8.8,9.3,8.9,8.5
811,1135,24,2022-05-05,8.6,9.2,8.9,8.3,8.7,8.1,8.1,Male,Canada,45-54,Couple,Lagos,Nigeria,8.7,8.6,8.5,8.9,8.6,8.4
812,1073,6,2022-03-09,8.7,8.3,8.7,9.2,9.6,8.6,7.4,Male,Canada,35-44,Business,Singapore,Singapore,9.2,9.1,9.4,9.7,9.1,8.3
813,739,21,2022-09-01,9.3,9.8,9.1,9.5,9.2,9.4,9.0,Male,France,55+,Family,Istanbul,Turkey,9.1,9.0,8.8,9.3,8.9,8.5
814,254,10,2021-04-21,9.1,8.7,9.3,9.5,9.5,8.8,8.4,Female,France,35-44,Business,Toronto,Canada,9.4,9.3,9.2,8.8,9.2,8.8
815,978,1,2021-12-19,8.8,9.2,8.8,8.7,9.4,8.6,8.4,Male,China,25-34,Solo,New York,United States,9.1,8.8,8.9,9.5,8.6,8.0
816,1769,6,2024-06-18,9.1,9.0,9.0,9.3,10.0,8.9,8.1,Male,China,35-44,Business,Singapore,Singapore,9.2,9.1,9.4,9.7,9.1,8.3
817,1664,14,2022-03-19,9.2,8.6,9.2,9.0,9.6,9.5,9.4,Male,Japan,18-24,Solo,Rome,Italy,9.2,9.1,8.9,9.8,9.0,8.7
818,786,18,2025-03-13,8.8,8.4,8.4,8.5,9.4,9.1,9.0,Female,Germany,45-54,Solo,Cairo,Egypt,8.8,8.7,8.6,9.1,8.7,8.4
819,1158,1,2022-04-24,9.0,9.4,9.5,8.0,9.7,8.8,8.3,Male,Thailand,25-34,Couple,New York,United States,9.1,8.8,8.9,9.5,8.6,8.0
820,1602,17,2022-08-26,9.1,9.2,9.3,9.1,8.5,9.0,9.3,Male,Brazil,35-44,Solo,Moscow,Russia,9.1,9.3,9.0,9.0,9.1,8.6
821,1581,19,2021-08-08,9.2,8.9,8.8,9.0,10.0,9.5,8.4,Male,Australia,25-34,Business,Barcelona,Spain,9.2,9.1,8.9,9.7,9.0,8.8
822,1720,13,2024-12-31,8.6,8.3,8.7,8.3,9.9,8.4,7.5,Male,United Arab Emirates,35-44,Business,Mumbai,India,8.9,8.8,8.7,9.2,8.8,8.6
823,493,13,2025-10-12,8.9,9.5,9.0,8.2,9.2,8.5,8.9,Male,United States,35-44,Couple,Mumbai,India,8.9,8.8,8.7,9.2,8.8,8.6
824,613,17,2020-10-30,9.2,9.7,9.6,9.6,8.5,8.9,8.7,Female,Brazil,35-44,Family,Moscow,Russia,9.1,9.3,9.0,9.0,9.1,8.6
825,731,21,2020-08-22,8.9,8.9,8.4,9.0,8.9,9.2,8.7,Female,Netherlands,35-44,Solo,Istanbul,Turkey,9.1,9.0,8.8,9.3,8.9,8.5
826,750,11,2025-11-27,9.1,8.9,9.4,9.3,8.8,9.1,9.3,Other,Brazil,25-34,Family,Shanghai,China,9.1,9.0,9.2,9.6,9.0,8.9
827,758,3,2024-09-29,9.2,9.6,9.5,8.1,9.8,9.2,8.3,Female,United Arab Emirates,35-44,Couple,Paris,France,8.8,9.4,8.7,9.6,9.3,8.1
828,236,1,2021-08-07,8.8,8.8,8.7,8.5,9.7,8.7,8.4,Male,United States,18-24,Solo,New York,United States,9.1,8.8,8.9,9.5,8.6,8.0
829,1602,18,2023-03-13,8.9,8.7,8.1,8.8,8.8,9.4,9.4,Male,Brazil,35-44,Solo,Cairo,Egypt,8.8,8.7,8.6,9.1,8.7,8.4
830,1693,3,2020-05-06,8.9,8.8,9.0,8.4,9.2,9.8,8.2,Male,United Kingdom,35-44,Solo,Paris,France,8.8,9.4,8.7,9.6,9.3,8.1
831,1428,24,2024-02-14,8.6,7.8,8.8,8.4,9.5,9.0,7.6,Male,Canada,25-34,Business,Lagos,Nigeria,8.7,8.6,8.5,8.9,8.6,8.4
832,1213,16,2025-10-17,9.2,9.3,8.8,9.1,9.0,9.7,9.1,Male,China,25-34,Solo,Seoul,South Korea,9.3,9.4,9.1,8.9,9.3,8.5
833,165,19,2024-03-17,9.2,8.8,9.1,9.1,9.6,9.0,9.6,Female,Italy,25-34,Solo,Barcelona,Spain,9.2,9.1,8.9,9.7,9.0,8.8
834,1523,24,2024-10-21,8.7,8.1,8.6,8.8,9.3,8.9,8.4,Female,Brazil,18-24,Solo,Lagos,Nigeria,8.7,8.6,8.5,8.9,8.6,8.4
835,440,14,2022-11-19,8.7,8.5,8.4,8.3,9.2,9.2,8.7,Female,China,55+,Solo,Rome,Italy,9.2,9.1,8.9,9.8,9.0,8.7
836,1141,2,2020-06-24,8.7,9.1,9.5,8.3,9.1,8.4,7.6,Male,Canada,35-44,Couple,London,United Kingdom,9.0,9.2,8.8,9.4,9.0,7.9
837,438,24,2022-05-07,8.8,9.0,8.8,9.0,8.6,8.8,8.7,Female,France,35-44,Family,Lagos,Nigeria,8.7,8.6,8.5,8.9,8.6,8.4
838,649,3,2023-10-23,8.8,9.2,9.3,7.8,9.6,8.6,7.8,Female,Japan,35-44,Couple,Paris,France,8.8,9.4,8.7,9.6,9.3,8.1
839,782,25,2025-09-17,9.0,9.1,9.4,8.9,9.0,8.4,8.9,Male,United States,35-44,Couple,Wellington,New Zealand,9.3,9.2,9.1,9.0,9.1,8.8
840,1110,13,2025-08-07,8.7,9.0,9.2,7.7,9.2,9.0,8.0,Female,Thailand,25-34,Couple,Mumbai,India,8.9,8.8,8.7,9.2,8.8,8.6
841,411,3,2021-07-20,8.8,9.0,9.5,7.8,9.0,8.5,8.4,Male,Canada,25-34,Couple,Paris,France,8.8,9.4,8.7,9.6,9.3,8.1
842,802,3,2020-12-11,9.0,9.6,9.4,9.4,8.6,9.1,7.9,Female,Brazil,25-34,Family,Paris,France,8.8,9.4,8.7,9.6,9.3,8.1
843,1200,19,2022-10-12,9.1,9.3,8.8,9.3,9.5,9.2,8.7,Male,France,35-44,Family,Barcelona,Spain,9.2,9.1,8.9,9.7,9.0,8.8
844,836,4,2020-11-14,8.9,8.3,8.9,9.6,9.3,9.5,7.1,Male,United States,45-54,Business,Tokyo,Japan,9.6,9.0,9.3,8.5,9.5,8.2
845,1063,6,2024-05-23,9.3,9.3,9.2,8.6,9.5,9.6,9.2,Other,United Kingdom,45-54,Solo,Singapore,Singapore,9.2,9.1,9.4,9.7,9.1,8.3
846,1929,11,2022-07-01,8.9,9.2,8.8,8.6,9.6,9.0,8.3,Male,China,35-44,Couple,Shanghai,China,9.1,9.0,9.2,9.6,9.0,8.9
